State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,yield
Karnataka,TUMAKURU,2019,Summer,Cowpea(Lobia),4.0,100.0,25.0
Karnataka,TUMAKURU,2019,Rabi,Urad,2.0,100.0,50.0
Karnataka,HAVERI,2019,Kharif,Rapeseed &Mustard,5.0,100.0,20.0
Karnataka,GADAG,2016,Whole Year,Cashewnut,2.0,100.0,50.0
Karnataka,BELAGAVI,2017,Rabi,Moong,8.0,100.0,12.5
Karnataka,SHIVAMOGGA,2016,Kharif,Sesamum,1.0,100.0,100.0
Karnataka,SHIVAMOGGA,2016,Kharif,Soyabean,1.0,100.0,100.0
Karnataka,SHIVAMOGGA,2016,Kharif,Urad,2.0,100.0,50.0
Karnataka,BENGALURU URBAN,2018,Summer,Groundnut,1.0,100.0,100.0
Karnataka,VIJAYAPURA,2015,Kharif,Urad,5.0,100.0,20.0
Karnataka,KOLAR,2019,Rabi,Wheat,1.0,100.0,100.0
Karnataka,MYSURU,2019,Whole Year,Cardamom,5.0,100.0,20.0
Karnataka,YADAGIRI,2016,Kharif,Horse Gram,3.0,100.0,33.33333333333333
Karnataka,CHIKBALLAPUR,2016,Rabi,Sunflower,5.0,100.0,20.0
Karnataka,MANDYA,2019,Rabi,Urad,3.0,100.0,33.33333333333333
Karnataka,MANDYA,2019,Rabi,Wheat,1.0,100.0,100.0
Karnataka,MANDYA,2019,Summer,Bajra,1.0,100.0,100.0
Karnataka,CHIKKAMAGALURU,2018,Rabi,Safflower,1.0,100.0,100.0
Karnataka,MANDYA,2019,Summer,Cowpea(Lobia),5.0,100.0,20.0
Karnataka,BENGALURU URBAN,2013,Kharif,Cowpea(Lobia),269.0,100.0,0.3717472118959107
Karnataka,MANDYA,2016,Summer,Moong,4.0,100.0,25.0
Karnataka,BENGALURU URBAN,2018,Whole Year,Tobacco,1.0,100.0,100.0
Karnataka,CHAMARAJANAGAR,2016,Rabi,Moong,15.0,100.0,6.66666666666666
Karnataka,RAMANAGARA,2015,Whole Year,Garlic,1.0,100.0,100.0
Karnataka,BAGALKOT,2018,Kharif,Castor seed,2.0,100.0,50.0
Karnataka,RAMANAGARA,2019,Whole Year,Sannhamp,2.0,100.0,50.0
Karnataka,CHAMARAJANAGAR,2015,Whole Year,Cardamom,15.0,100.0,6.66666666666666
Karnataka,CHITRADURGA,2017,Whole Year,Cashewnut,1.0,100.0,100.0
Karnataka,CHIKKAMAGALURU,2019,Kharif,Urad,5.0,100.0,20.0
Karnataka,CHIKKAMAGALURU,2019,Whole Year,Sannhamp,1.0,100.0,100.0
Karnataka,CHIKKAMAGALURU,2001,Rabi,Sunflower,283.0,100.0,0.3533568904593639
Karnataka,UTTARA KANNADA,2018,Kharif,Tur,2.0,100.0,50.0
Karnataka,DAKSHINA KANNADA,2018,Kharif,Tur,1.0,100.0,100.0
Karnataka,BENGALURU URBAN,2017,Kharif,Small millets,1.0,100.0,100.0
Karnataka,CHAMARAJANAGAR,2011,Whole Year,Garlic,80.0,100.0,1.25
Karnataka,BALLARI,2018,Whole Year,Mesta,1.0,100.0,100.0
Karnataka,BIDAR,2016,Whole Year,Sannhamp,6.0,100.0,16.66666666666666
Karnataka,GADAG,2015,Kharif,Soyabean,2.0,100.0,50.0
Karnataka,HASSAN,2016,Kharif,Rapeseed &Mustard,7.0,100.0,14.28571428571428
Karnataka,BENGALURU URBAN,2018,Summer,Cowpea(Lobia),7.0,100.0,14.28571428571428
Karnataka,MANDYA,2017,Summer,Moong,4.0,100.0,25.0
Karnataka,DAKSHINA KANNADA,2019,Rabi,Jowar,1.0,100.0,100.0
Karnataka,CHAMARAJANAGAR,2018,Whole Year,Cashewnut,1.0,100.0,100.0
Karnataka,CHIKKAMAGALURU,2019,Rabi,Moong,4.0,100.0,25.0
Karnataka,BAGALKOT,2018,Kharif,Niger seed,4.0,100.0,25.0
Karnataka,KODAGU,2006,Kharif,Castor seed,125.0,100.0,0.8
Karnataka,HAVERI,2016,Kharif,Horse Gram,2.0,100.0,50.0
Karnataka,HAVERI,2016,Kharif,Rapeseed &Mustard,3.0,100.0,33.33333333333333
Karnataka,BENGALURU URBAN,2017,Summer,Cowpea(Lobia),5.0,100.0,20.0
Karnataka,BENGALURU URBAN,2016,Kharif,Sunflower,2.0,100.0,50.0
Karnataka,BENGALURU URBAN,2015,Kharif,Small millets,2.0,100.0,50.0
Karnataka,KOLAR,2018,Kharif,Sunflower,1.0,100.0,100.0
Karnataka,KOLAR,2019,Kharif,Rapeseed &Mustard,4.0,100.0,25.0
Karnataka,UDUPI,2018,Rabi,Wheat,1.0,100.0,100.0
Karnataka,TUMAKURU,2019,Kharif,Niger seed,3.0,100.0,33.33333333333333
Karnataka,TUMAKURU,2016,Whole Year,Tobacco,2.0,100.0,50.0
Karnataka,MANDYA,2016,Whole Year,Tobacco,2.0,100.0,50.0
Karnataka,SHIVAMOGGA,2016,Whole Year,Tobacco,1.0,100.0,100.0
Karnataka,SHIVAMOGGA,2017,Kharif,Castor seed,2.0,100.0,50.0
Karnataka,HAVERI,2015,Summer,Urad,4.0,100.0,25.0
Karnataka,VIJAYAPURA,2019,Kharif,Rapeseed &Mustard,3.0,100.0,33.33333333333333
Karnataka,KALABURAGI,2008,Summer,Jowar,44.0,100.0,2.272727272727273
Karnataka,CHITRADURGA,2019,Whole Year,Cardamom,7.0,100.0,14.28571428571428
Karnataka,KOLAR,2019,Rabi,Sunflower,1.0,100.0,100.0
Karnataka,BIDAR,2018,Kharif,Castor seed,1.0,100.0,100.0
Karnataka,CHITRADURGA,2019,Kharif,Urad,2.0,100.0,50.0
Karnataka,SHIVAMOGGA,2016,Whole Year,Coriander,2.0,100.0,50.0
Karnataka,KOLAR,2019,Whole Year,Sannhamp,1.0,100.0,100.0
Karnataka,TUMAKURU,2015,Summer,Bajra,1.0,100.0,100.0
Karnataka,SHIVAMOGGA,2019,Whole Year,Tobacco,1.0,100.0,100.0
Karnataka,DAKSHINA KANNADA,2019,Whole Year,Cardamom,4.0,100.0,25.0
Karnataka,UTTARA KANNADA,2018,Kharif,Sunflower,1.0,100.0,100.0
Karnataka,KALABURAGI,2019,Rabi,Cowpea(Lobia),3.0,100.0,33.33333333333333
Karnataka,YADAGIRI,2016,Rabi,Moong,12.0,100.0,8.33333333333333
Karnataka,BENGALURU URBAN,2015,Rabi,Linseed,6.0,100.0,16.66666666666666
Karnataka,DAVANGERE,2015,Kharif,Soyabean,1.0,100.0,100.0
Karnataka,BIDAR,2007,Whole Year,Coriander,287.0,100.0,0.3484320557491289
Karnataka,MANDYA,2016,Kharif,Soyabean,1.0,100.0,100.0
Karnataka,MANDYA,2016,Kharif,Sunflower,2.0,100.0,50.0
Karnataka,BENGALURU RURAL,2019,Kharif,Rapeseed &Mustard,4.0,100.0,25.0
Karnataka,BALLARI,2019,Kharif,Rapeseed &Mustard,5.0,100.0,20.0
Karnataka,UTTARA KANNADA,2019,Whole Year,Tobacco,1.0,100.0,100.0
Karnataka,MANDYA,2015,Summer,Moong,2.0,100.0,50.0
Karnataka,UDUPI,2018,Kharif,Cowpea(Lobia),3.0,100.0,33.33333333333333
Karnataka,UDUPI,2018,Kharif,Groundnut,1.0,100.0,100.0
Karnataka,YADAGIRI,2016,Rabi,Cowpea(Lobia),46.0,100.0,2.17391304347826
Karnataka,YADAGIRI,2016,Rabi,Horse Gram,3.0,100.0,33.33333333333333
Karnataka,UTTARA KANNADA,2018,Kharif,Sesamum,2.0,100.0,50.0
Karnataka,SHIVAMOGGA,2019,Kharif,Soyabean,1.0,100.0,100.0
Karnataka,DAKSHINA KANNADA,2019,Whole Year,Coriander,2.0,100.0,50.0
Karnataka,DAKSHINA KANNADA,2018,Kharif,Other Kharif Pulses,2.0,100.0,50.0
Karnataka,DAKSHINA KANNADA,2019,Kharif,Tur,1.0,100.0,100.0
Karnataka,DAKSHINA KANNADA,2019,Rabi,Cowpea(Lobia),2.0,100.0,50.0
Karnataka,KALABURAGI,2017,Kharif,Small millets,2.0,100.0,50.0
Karnataka,DAKSHINA KANNADA,2018,Whole Year,Tobacco,1.0,100.0,100.0
Karnataka,CHIKKAMAGALURU,2004,Kharif,Urad,876.0,101.0,0.115296803652968
Karnataka,TUMAKURU,2008,Rabi,Potato,7.0,101.0,14.428571428571429
Karnataka,YADAGIRI,2012,Summer,Sunflower,202.0,101.0,0.5
Karnataka,MANDYA,2014,Rabi,Other Rabi Pulses,132.0,101.0,0.7651515151515151
Karnataka,BENGALURU URBAN,2005,Kharif,Dry chillies,139.0,101.0,0.7266187050359713
Karnataka,RAMANAGARA,2008,Whole Year,Sweet potato,10.0,101.0,10.1
Karnataka,TUMAKURU,2010,Summer,Sunflower,73.0,101.0,1.3835616438356164
Karnataka,GADAG,2008,Whole Year,Garlic,46.0,101.0,2.1956521739130435
Karnataka,HAVERI,2014,Kharif,Sesamum,140.0,101.0,0.7214285714285714
Karnataka,BENGALURU RURAL,2002,Whole Year,Sweet potato,16.0,101.0,6.3125
Karnataka,DHARWAD,2005,Whole Year,Arecanut,15.0,101.0,6.733333333333333
Karnataka,MYSURU,2011,Rabi,Urad,199.0,101.0,0.507537688442211
Karnataka,DAKSHINA KANNADA,2013,Summer,Maize,31.0,101.0,3.2580645161290325
Karnataka,DHARWAD,2009,Whole Year,Arecanut,15.0,101.0,6.733333333333333
Karnataka,BELAGAVI,2002,Whole Year,Papaya,41.0,101.0,2.463414634146341
Karnataka,KODAGU,2002,Whole Year,Tapioca,5.0,101.0,20.2
Karnataka,BENGALURU RURAL,2005,Rabi,Groundnut,119.0,101.0,0.8487394957983193
Karnataka,BENGALURU URBAN,2012,Rabi,Rice,42.0,101.0,2.4047619047619047
Karnataka,KOLAR,2002,Whole Year,Arcanut (Processed),72.0,101.0,1.4027777777777777
Karnataka,BENGALURU RURAL,2012,Kharif,Castor seed,162.0,101.0,0.6234567901234568
Karnataka,KODAGU,2002,Kharif,Other Kharif Pulses,290.0,102.0,0.3517241379310344
Karnataka,KOPPAL,2003,Rabi,Urad,194.0,102.0,0.5257731958762887
Karnataka,UTTARA KANNADA,1998,Kharif,Dry ginger,8.0,102.0,12.75
Karnataka,HASSAN,1998,Rabi,Peas & beans (Pulses),16.0,102.0,6.375
Karnataka,RAMANAGARA,2014,Kharif,Rapeseed &Mustard,387.0,102.0,0.2635658914728682
Karnataka,UTTARA KANNADA,2012,Kharif,Groundnut,182.0,102.0,0.5604395604395604
Karnataka,UDUPI,1998,Rabi,Horse Gram,157.0,102.0,0.6496815286624203
Karnataka,GADAG,2013,Kharif,Horse Gram,326.0,102.0,0.3128834355828221
Karnataka,HAVERI,2009,Kharif,Urad,501.0,102.0,0.2035928143712574
Karnataka,MYSURU,1999,Rabi,Sunflower,320.0,102.0,0.31875
Karnataka,TUMAKURU,2001,Kharif,Bajra,253.0,102.0,0.4031620553359684
Karnataka,KOPPAL,2013,Kharif,Niger seed,395.0,102.0,0.2582278481012658
Karnataka,HASSAN,2001,Kharif,Small millets,160.0,103.0,0.64375
Karnataka,UDUPI,2013,Rabi,Horse Gram,76.0,103.0,1.355263157894737
Karnataka,BENGALURU URBAN,2005,Kharif,Groundnut,200.0,103.0,0.515
Karnataka,HASSAN,2003,Kharif,Groundnut,256.0,103.0,0.40234375
Karnataka,RAICHUR,2010,Rabi,Onion,15.0,103.0,6.866666666666666
Karnataka,CHITRADURGA,2012,Whole Year,Tobacco,165.0,103.0,0.6242424242424243
Karnataka,KALABURAGI,2007,Whole Year,Dry ginger,5.0,103.0,20.6
Karnataka,DHARWAD,2010,Rabi,Onion,15.0,103.0,6.866666666666666
Karnataka,KALABURAGI,2008,Rabi,Dry chillies,61.0,103.0,1.6885245901639343
Karnataka,DHARWAD,1999,Kharif,Mesta,38.0,103.0,2.710526315789474
Karnataka,UDUPI,2004,Kharif,Other Kharif Pulses,259.0,103.0,0.3976833976833976
Karnataka,MANDYA,2006,Kharif,Niger seed,547.0,103.0,0.1882998171846435
Karnataka,CHAMARAJANAGAR,2007,Kharif,Horse Gram,501.0,103.0,0.2055888223552894
Karnataka,CHIKKAMAGALURU,2013,Whole Year,Coriander,326.0,103.0,0.3159509202453988
Karnataka,BENGALURU RURAL,2013,Kharif,Groundnut,228.0,103.0,0.4517543859649123
Karnataka,CHIKKAMAGALURU,1998,Rabi,Onion,10.0,103.0,10.3
Karnataka,CHAMARAJANAGAR,2010,Rabi,Cowpea(Lobia),390.0,103.0,0.2641025641025641
Karnataka,MYSURU,2002,Whole Year,Potato,52.0,104.0,2.0
Karnataka,HAVERI,2010,Rabi,Other Rabi Pulses,268.0,104.0,0.3880597014925373
Karnataka,BAGALKOT,2012,Kharif,Other Kharif Pulses,282.0,104.0,0.3687943262411347
Karnataka,BIDAR,2001,Kharif,Soyabean,125.0,104.0,0.832
Karnataka,RAICHUR,2005,Kharif,Other Kharif Pulses,844.0,104.0,0.1232227488151658
Karnataka,BALLARI,2005,Rabi,Bajra,78.0,104.0,1.3333333333333333
Karnataka,KALABURAGI,2006,Kharif,Small millets,325.0,104.0,0.32
Karnataka,BALLARI,2007,Whole Year,Tobacco,245.0,104.0,0.4244897959183673
Karnataka,DHARWAD,2005,Kharif,Niger seed,434.0,104.0,0.2396313364055299
Karnataka,UTTARA KANNADA,2007,Kharif,Soyabean,127.0,104.0,0.8188976377952756
Karnataka,SHIVAMOGGA,2002,Whole Year,Citrus Fruit,6.0,104.0,17.333333333333332
Karnataka,CHAMARAJANAGAR,2012,Whole Year,Garlic,80.0,104.0,1.3
Karnataka,MANDYA,2009,Summer,Maize,38.0,104.0,2.736842105263158
Karnataka,BALLARI,2013,Rabi,Cowpea(Lobia),245.0,104.0,0.4244897959183673
Karnataka,HASSAN,2013,Summer,Ragi,53.0,104.0,1.962264150943396
Karnataka,KALABURAGI,2014,Rabi,Linseed,335.0,104.0,0.3104477611940298
Karnataka,DAKSHINA KANNADA,2002,Whole Year,Citrus Fruit,6.0,104.0,17.333333333333332
Karnataka,KALABURAGI,2006,Whole Year,Dry ginger,8.0,104.0,13.0
Karnataka,BALLARI,2001,Rabi,Bajra,207.0,105.0,0.5072463768115942
Karnataka,DHARWAD,2010,Kharif,Niger seed,350.0,105.0,0.3
Karnataka,SHIVAMOGGA,2004,Whole Year,Turmeric,22.0,105.0,4.7727272727272725
Karnataka,BELAGAVI,2001,Kharif,Niger seed,456.0,105.0,0.2302631578947368
Karnataka,BENGALURU RURAL,2013,Rabi,Onion,15.0,105.0,7.0
Karnataka,HAVERI,2000,Rabi,Linseed,285.0,105.0,0.3684210526315789
Karnataka,BALLARI,2010,Kharif,Moong,469.0,105.0,0.2238805970149253
Karnataka,DHARWAD,2002,Kharif,Sesamum,266.0,105.0,0.3947368421052631
Karnataka,KALABURAGI,2007,Kharif,Small millets,479.0,105.0,0.2192066805845511
Karnataka,BALLARI,2003,Rabi,Bajra,117.0,105.0,0.8974358974358975
Karnataka,MYSURU,2009,Whole Year,Sweet potato,16.0,105.0,6.5625
Karnataka,CHIKKAMAGALURU,2011,Kharif,Urad,667.0,105.0,0.1574212893553223
Karnataka,HASSAN,2000,Rabi,Rapeseed &Mustard,390.0,105.0,0.2692307692307692
Karnataka,MYSURU,2004,Summer,Sunflower,164.0,106.0,0.6463414634146342
Karnataka,UTTARA KANNADA,2010,Rabi,Horse Gram,175.0,106.0,0.6057142857142858
Karnataka,MYSURU,2008,Rabi,Jowar,195.0,106.0,0.5435897435897435
Karnataka,BELAGAVI,2000,Rabi,Rapeseed &Mustard,766.0,106.0,0.1383812010443864
Karnataka,BENGALURU URBAN,2003,Summer,Maize,42.0,106.0,2.523809523809524
Karnataka,GADAG,2014,Kharif,Cowpea(Lobia),332.0,106.0,0.3192771084337349
Karnataka,SHIVAMOGGA,2006,Whole Year,Onion,19.0,106.0,5.578947368421052
Karnataka,TUMAKURU,2013,Summer,Dry chillies,40.0,106.0,2.65
Karnataka,BENGALURU RURAL,2010,Rabi,Dry chillies,39.0,106.0,2.717948717948718
Karnataka,CHITRADURGA,2013,Rabi,Cowpea(Lobia),250.0,106.0,0.424
Karnataka,RAICHUR,2005,Kharif,Small millets,386.0,106.0,0.2746113989637305
Karnataka,SHIVAMOGGA,2005,Rabi,Dry chillies,65.0,106.0,1.6307692307692307
Karnataka,CHIKKAMAGALURU,2000,Rabi,Rapeseed &Mustard,385.0,106.0,0.2753246753246753
Karnataka,BIDAR,2003,Whole Year,Sannhamp,423.0,106.0,0.2505910165484633
Karnataka,CHIKKAMAGALURU,2013,Summer,Groundnut,131.0,106.0,0.8091603053435115
Karnataka,SHIVAMOGGA,2001,Rabi,Urad,284.0,107.0,0.3767605633802817
Karnataka,CHIKBALLAPUR,2013,Rabi,Sunflower,110.0,107.0,0.9727272727272728
Karnataka,GADAG,2013,Rabi,Linseed,252.0,107.0,0.4246031746031746
Karnataka,CHITRADURGA,2005,Rabi,Dry chillies,66.0,107.0,1.621212121212121
Karnataka,SHIVAMOGGA,2014,Rabi,Dry chillies,57.0,107.0,1.8771929824561404
Karnataka,HASSAN,2003,Whole Year,Garlic,40.0,107.0,2.675
Karnataka,HASSAN,2002,Kharif,Urad,751.0,107.0,0.1424766977363515
Karnataka,KOPPAL,2009,Rabi,Urad,274.0,107.0,0.3905109489051095
Karnataka,BIDAR,2000,Rabi,Maize,46.0,107.0,2.3260869565217392
Karnataka,HASSAN,2001,Rabi,Rapeseed &Mustard,395.0,107.0,0.2708860759493671
Karnataka,DHARWAD,2011,Kharif,Sesamum,212.0,107.0,0.5047169811320755
Karnataka,DAVANGERE,2009,Summer,Ragi,57.0,107.0,1.8771929824561404
Karnataka,KODAGU,2013,Whole Year,Tobacco,130.0,107.0,0.823076923076923
Karnataka,RAICHUR,2013,Summer,Maize,50.0,107.0,2.14
Karnataka,UDUPI,2007,Kharif,Dry chillies,119.0,107.0,0.8991596638655462
Karnataka,BAGALKOT,2010,Whole Year,Sweet potato,13.0,107.0,8.23076923076923
Karnataka,KALABURAGI,2013,Kharif,Cowpea(Lobia),327.0,107.0,0.327217125382263
Karnataka,DAVANGERE,2011,Kharif,Castor seed,128.0,107.0,0.8359375
Karnataka,KOLAR,2004,Rabi,Gram,144.0,108.0,0.75
Karnataka,RAICHUR,2011,Rabi,Dry chillies,46.0,108.0,2.347826086956522
Karnataka,TUMAKURU,2010,Kharif,Bajra,197.0,108.0,0.5482233502538071
Karnataka,MYSURU,2006,Rabi,Moong,357.0,108.0,0.3025210084033613
Karnataka,SHIVAMOGGA,1998,Summer,Ragi,48.0,108.0,2.25
Karnataka,BENGALURU URBAN,2007,Kharif,Dry chillies,120.0,108.0,0.9
Karnataka,TUMAKURU,2005,Kharif,Urad,553.0,108.0,0.1952983725135623
Karnataka,KOLAR,2013,Rabi,Ragi,74.0,108.0,1.4594594594594594
Karnataka,BALLARI,2012,Summer,Dry chillies,91.0,108.0,1.1868131868131868
Karnataka,CHAMARAJANAGAR,2007,Rabi,Groundnut,101.0,108.0,1.0693069306930694
Karnataka,BELAGAVI,2013,Whole Year,Coriander,348.0,108.0,0.3103448275862069
Karnataka,BENGALURU URBAN,2004,Summer,Ragi,68.0,108.0,1.588235294117647
Karnataka,MANDYA,1997,Rabi,Groundnut,118.0,108.0,0.9152542372881356
Karnataka,KODAGU,2003,Whole Year,Mango,38.0,108.0,2.8421052631578947
Karnataka,UTTARA KANNADA,2008,Kharif,Groundnut,302.0,108.0,0.3576158940397351
Karnataka,MANDYA,2010,Whole Year,Dry ginger,30.0,108.6,3.62
Karnataka,UTTARA KANNADA,2000,Kharif,Horse Gram,190.0,109.0,0.5736842105263158
Karnataka,BENGALURU URBAN,2011,Summer,Dry chillies,31.0,109.0,3.5161290322580645
Karnataka,SHIVAMOGGA,2007,Rabi,Horse Gram,230.0,109.0,0.4739130434782608
Karnataka,TUMAKURU,2013,Kharif,Bajra,92.0,109.0,1.184782608695652
Karnataka,DHARWAD,1999,Kharif,Sesamum,223.0,109.0,0.4887892376681614
Karnataka,KOLAR,2010,Rabi,Rapeseed &Mustard,327.0,109.0,0.3333333333333333
Karnataka,BALLARI,2008,Whole Year,Tobacco,215.0,109.0,0.5069767441860465
Karnataka,UDUPI,2004,Rabi,Urad,326.0,109.0,0.3343558282208589
Karnataka,BALLARI,2014,Rabi,Ragi,67.0,109.0,1.626865671641791
Karnataka,BENGALURU RURAL,1999,Kharif,Moong,316.0,109.0,0.3449367088607595
Karnataka,UTTARA KANNADA,2014,Kharif,Groundnut,149.0,109.0,0.7315436241610739
Karnataka,BIDAR,1997,Whole Year,Turmeric,107.0,109.0,1.0186915887850467
Karnataka,SHIVAMOGGA,2007,Rabi,Other Rabi Pulses,348.0,109.0,0.3132183908045977
Karnataka,BENGALURU URBAN,2011,Kharif,Groundnut,172.0,109.0,0.6337209302325582
Karnataka,BELAGAVI,2008,Kharif,Sesamum,516.0,109.0,0.2112403100775193
Karnataka,DHARWAD,2006,Rabi,Other Rabi Pulses,406.0,109.0,0.2684729064039409
Karnataka,BIDAR,2003,Kharif,Other Kharif Pulses,1054.0,109.0,0.103415559772296
Karnataka,SHIVAMOGGA,1999,Kharif,Castor seed,141.0,109.0,0.7730496453900709
Karnataka,CHAMARAJANAGAR,2014,Whole Year,Garlic,99.0,109.0,1.101010101010101
Karnataka,BENGALURU URBAN,2009,Rabi,Rapeseed &Mustard,373.0,109.0,0.292225201072386
Karnataka,HAVERI,2012,Kharif,Other Kharif Pulses,112.0,109.0,0.9732142857142856
Karnataka,SHIVAMOGGA,1997,Summer,Ragi,59.0,109.0,1.847457627118644
Karnataka,BELAGAVI,2003,Kharif,Castor seed,121.0,109.0,0.9008264462809916
Karnataka,HASSAN,2008,Whole Year,Turmeric,118.0,110.0,0.9322033898305084
Karnataka,BIDAR,1999,Kharif,Soyabean,120.0,110.0,0.9166666666666666
Karnataka,TUMAKURU,2008,Kharif,Urad,413.0,110.0,0.2663438256658595
Karnataka,TUMAKURU,2007,Rabi,Dry chillies,63.0,110.0,1.746031746031746
Karnataka,HASSAN,2003,Kharif,Urad,435.0,110.0,0.2528735632183908
Karnataka,KOLAR,2012,Rabi,Ragi,76.0,110.0,1.4473684210526316
Karnataka,DAKSHINA KANNADA,2007,Rabi,Dry chillies,63.0,110.0,1.746031746031746
Karnataka,GADAG,2009,Kharif,Small millets,279.0,110.0,0.3942652329749104
Karnataka,BIDAR,2002,Whole Year,Coconut,23.0,110.0,4.782608695652174
Karnataka,BAGALKOT,2013,Kharif,Other Kharif Pulses,345.0,110.0,0.3188405797101449
Karnataka,CHIKKAMAGALURU,2002,Whole Year,Pome Fruit,18.0,110.0,6.111111111111111
Karnataka,HASSAN,2004,Rabi,Rapeseed &Mustard,408.0,110.0,0.2696078431372549
Karnataka,BIDAR,2004,Summer,Sunflower,169.0,110.0,0.650887573964497
Karnataka,UTTARA KANNADA,2005,Rabi,Horse Gram,276.0,110.0,0.3985507246376811
Karnataka,KOLAR,2004,Summer,Ragi,69.0,110.0,1.5942028985507246
Karnataka,MANDYA,2014,Summer,Potato,8.0,110.0,13.75
Karnataka,BIDAR,2010,Kharif,Groundnut,280.0,110.0,0.3928571428571428
Karnataka,CHAMARAJANAGAR,2000,Summer,Sunflower,154.0,110.0,0.7142857142857143
Karnataka,CHIKKAMAGALURU,2005,Rabi,Ragi,38.0,110.0,2.894736842105264
Karnataka,BIDAR,2006,Rabi,Rice,64.0,110.0,1.71875
Karnataka,BIDAR,2003,Whole Year,Coconut,23.0,110.0,4.782608695652174
Karnataka,TUMAKURU,2014,Summer,Potato,8.0,110.0,13.75
Karnataka,BELAGAVI,2012,Summer,Cowpea(Lobia),306.0,110.0,0.3594771241830065
Karnataka,UTTARA KANNADA,2011,Whole Year,Black pepper,431.0,110.9,0.257308584686775
Karnataka,KODAGU,2014,Kharif,Potato,18.0,111.0,6.166666666666667
Karnataka,BELAGAVI,2000,Kharif,Niger seed,482.0,111.0,0.2302904564315352
Karnataka,MYSURU,2005,Summer,Peas & beans (Pulses),22.0,111.0,5.045454545454546
Karnataka,BALLARI,2013,Whole Year,Arecanut,10.0,111.0,11.1
Karnataka,BENGALURU URBAN,2013,Whole Year,Dry ginger,4.0,111.0,27.75
Karnataka,HASSAN,2010,Rabi,Sunflower,149.0,111.0,0.7449664429530202
Karnataka,MYSURU,2005,Kharif,Onion,20.0,111.0,5.55
Karnataka,CHIKKAMAGALURU,2002,Kharif,Urad,780.0,111.0,0.1423076923076923
Karnataka,KODAGU,2001,Kharif,Other Kharif Pulses,315.0,111.0,0.3523809523809524
Karnataka,BENGALURU RURAL,2000,Kharif,Urad,286.0,111.0,0.3881118881118881
Karnataka,UTTARA KANNADA,1998,Whole Year,Dry chillies,125.0,111.0,0.888
Karnataka,DAVANGERE,2013,Whole Year,Dry ginger,4.0,111.0,27.75
Karnataka,DAKSHINA KANNADA,2003,Whole Year,Citrus Fruit,7.0,111.0,15.857142857142858
Karnataka,HAVERI,2002,Rabi,Rice,53.0,111.0,2.0943396226415096
Karnataka,CHITRADURGA,2000,Whole Year,Turmeric,25.0,111.0,4.44
Karnataka,HASSAN,2002,Kharif,Small millets,145.0,111.0,0.7655172413793103
Karnataka,MYSURU,2014,Whole Year,Garlic,101.0,111.0,1.099009900990099
Karnataka,MANDYA,2007,Kharif,Moong,491.0,111.0,0.2260692464358452
Karnataka,GADAG,2010,Kharif,Small millets,230.0,111.0,0.4826086956521739
Karnataka,GADAG,2004,Kharif,Ragi,101.0,111.0,1.099009900990099
Karnataka,HAVERI,1999,Rabi,Urad,298.0,111.0,0.3724832214765101
Karnataka,DAKSHINA KANNADA,1997,Kharif,Dry chillies,210.0,111.0,0.5285714285714286
Karnataka,BIDAR,2006,Kharif,Small millets,195.0,112.0,0.5743589743589743
Karnataka,DAVANGERE,2013,Whole Year,Black pepper,45.0,112.0,2.488888888888889
Karnataka,BALLARI,2008,Summer,Dry chillies,34.0,112.0,3.294117647058824
Karnataka,KOPPAL,2010,Rabi,Urad,239.0,112.0,0.4686192468619247
Karnataka,BALLARI,2008,Kharif,Castor seed,118.0,112.0,0.9491525423728814
Karnataka,MANDYA,2013,Kharif,Potato,17.0,112.0,6.588235294117647
Karnataka,BIDAR,2003,Rabi,Maize,92.0,112.0,1.2173913043478262
Karnataka,BAGALKOT,2003,Kharif,Horse Gram,437.0,112.0,0.2562929061784897
Karnataka,MANDYA,2013,Kharif,Moong,445.0,112.0,0.251685393258427
Karnataka,UTTARA KANNADA,2001,Kharif,Maize,60.0,112.0,1.8666666666666667
Karnataka,BALLARI,2012,Kharif,Niger seed,466.0,112.0,0.2403433476394849
Karnataka,UTTARA KANNADA,1997,Kharif,Horse Gram,250.0,112.0,0.448
Karnataka,UDUPI,2008,Kharif,Dry chillies,121.0,112.0,0.9256198347107438
Karnataka,KALABURAGI,2014,Kharif,Niger seed,422.0,112.0,0.2654028436018957
Karnataka,UTTARA KANNADA,2011,Rabi,Other Rabi Pulses,121.0,112.0,0.9256198347107438
Karnataka,VIJAYAPURA,1999,Kharif,Niger seed,742.0,112.0,0.1509433962264151
Karnataka,CHIKBALLAPUR,2010,Summer,Ragi,57.0,112.0,1.9649122807017545
Karnataka,DAKSHINA KANNADA,2008,Rabi,Dry chillies,66.0,112.0,1.696969696969697
Karnataka,VIJAYAPURA,2012,Whole Year,Turmeric,62.0,113.0,1.8225806451612905
Karnataka,CHAMARAJANAGAR,2011,Rabi,Cotton,60.0,113.0,1.8833333333333333
Karnataka,KODAGU,2011,Rabi,Maize,35.0,113.0,3.2285714285714286
Karnataka,KODAGU,2000,Rabi,Ragi,146.0,113.0,0.773972602739726
Karnataka,UTTARA KANNADA,2012,Rabi,Horse Gram,297.0,113.0,0.3804713804713804
Karnataka,BENGALURU URBAN,2001,Whole Year,Arecanut,81.0,113.0,1.3950617283950617
