Arrival_Date,Commodity,Market,Min_Price,Max_Price,Modal_Price,State,District
2007-12-13,Soyabean,Biaora,1000.0,1790.0,1769.0,Madhya Pradesh,Rajgarh
2007-12-13,Soyabean,Biaora,600.0,1791.0,1702.0,Madhya Pradesh,Rajgarh
2007-12-14,Soyabean,Biaora,1425.0,1800.0,1750.0,Madhya Pradesh,Rajgarh
2007-12-14,Soyabean,Biaora,1300.0,1825.0,1767.0,Madhya Pradesh,Rajgarh
2007-12-15,Soyabean,Biaora,1567.0,1841.0,1817.0,Madhya Pradesh,Rajgarh
2007-12-15,Soyabean,Biaora,1550.0,1841.0,1825.0,Madhya Pradesh,Rajgarh
2007-12-17,Soyabean,Biaora,730.0,1875.0,1800.0,Madhya Pradesh,Rajgarh
2007-12-17,Soyabean,Biaora,500.0,1856.0,1750.0,Madhya Pradesh,Rajgarh
2007-12-18,Soyabean,Biaora,1000.0,1815.0,1750.0,Madhya Pradesh,Rajgarh
2007-12-18,Soyabean,Biaora,1025.0,1851.0,1809.0,Madhya Pradesh,Rajgarh
2007-12-19,Soyabean,Biaora,1401.0,1830.0,1825.0,Madhya Pradesh,Rajgarh
2007-12-19,Soyabean,Biaora,1030.0,1852.0,1816.0,Madhya Pradesh,Rajgarh
2007-12-20,Soyabean,Biaora,1100.0,1860.0,1820.0,Madhya Pradesh,Rajgarh
2007-12-20,Soyabean,Biaora,1525.0,1835.0,1815.0,Madhya Pradesh,Rajgarh
2007-12-22,Soyabean,Biaora,1400.0,1886.0,1850.0,Madhya Pradesh,Rajgarh
2007-12-22,Soyabean,Biaora,1290.0,1940.0,1907.0,Madhya Pradesh,Rajgarh
2007-12-24,Soyabean,Biaora,1525.0,1915.0,1850.0,Madhya Pradesh,Rajgarh
2007-12-24,Soyabean,Biaora,1348.0,1926.0,1802.0,Madhya Pradesh,Rajgarh
2007-12-26,Soyabean,Biaora,570.0,1908.0,1900.0,Madhya Pradesh,Rajgarh
2007-12-26,Soyabean,Biaora,1352.0,1912.0,1854.0,Madhya Pradesh,Rajgarh
2007-12-27,Soyabean,Biaora,1511.0,1951.0,1871.0,Madhya Pradesh,Rajgarh
2007-12-27,Soyabean,Biaora,566.0,1933.0,1850.0,Madhya Pradesh,Rajgarh
2007-12-28,Soyabean,Biaora,1652.0,1940.0,1898.0,Madhya Pradesh,Rajgarh
2007-12-28,Soyabean,Biaora,1200.0,1950.0,1921.0,Madhya Pradesh,Rajgarh
2007-12-29,Soyabean,Biaora,800.0,1961.0,1920.0,Madhya Pradesh,Rajgarh
2007-12-29,Soyabean,Biaora,700.0,1962.0,1900.0,Madhya Pradesh,Rajgarh
2007-12-31,Soyabean,Biaora,1501.0,1915.0,1880.0,Madhya Pradesh,Rajgarh
2007-12-31,Soyabean,Biaora,1200.0,1922.0,1900.0,Madhya Pradesh,Rajgarh
2008-01-01,Soyabean,Biaora,1780.0,1933.0,1888.0,Madhya Pradesh,Rajgarh
2008-01-01,Soyabean,Biaora,1701.0,2022.0,1915.0,Madhya Pradesh,Rajgarh
2008-01-02,Soyabean,Biaora,1501.0,1975.0,1900.0,Madhya Pradesh,Rajgarh
2008-01-02,Soyabean,Biaora,1401.0,1981.0,1940.0,Madhya Pradesh,Rajgarh
2008-01-03,Soyabean,Biaora,1301.0,2011.0,1960.0,Madhya Pradesh,Rajgarh
2008-01-03,Soyabean,Biaora,1604.0,2018.0,2000.0,Madhya Pradesh,Rajgarh
2008-01-04,Soyabean,Biaora,1600.0,2012.0,1901.0,Madhya Pradesh,Rajgarh
2008-01-04,Soyabean,Biaora,500.0,1990.0,1950.0,Madhya Pradesh,Rajgarh
2008-01-05,Soyabean,Biaora,1200.0,1981.0,1981.0,Madhya Pradesh,Rajgarh
2008-01-05,Soyabean,Biaora,1201.0,1969.0,1950.0,Madhya Pradesh,Rajgarh
2008-01-07,Soyabean,Biaora,1655.0,1987.0,1955.0,Madhya Pradesh,Rajgarh
2008-01-07,Soyabean,Biaora,1230.0,1955.0,1932.0,Madhya Pradesh,Rajgarh
2008-01-08,Soyabean,Biaora,1850.0,1980.0,1911.0,Madhya Pradesh,Rajgarh
2008-01-08,Soyabean,Biaora,1675.0,1967.0,1959.0,Madhya Pradesh,Rajgarh
2008-01-09,Soyabean,Biaora,900.0,1976.0,1925.0,Madhya Pradesh,Rajgarh
2008-01-09,Soyabean,Biaora,1440.0,1992.0,1985.0,Madhya Pradesh,Rajgarh
2008-01-10,Soyabean,Biaora,1300.0,1975.0,1898.0,Madhya Pradesh,Rajgarh
2008-01-10,Soyabean,Biaora,1300.0,1978.0,1944.0,Madhya Pradesh,Rajgarh
2008-01-11,Soyabean,Biaora,1001.0,1975.0,1950.0,Madhya Pradesh,Rajgarh
2008-01-11,Soyabean,Biaora,1600.0,1992.0,1969.0,Madhya Pradesh,Rajgarh
2008-01-12,Soyabean,Biaora,1761.0,2021.0,2015.0,Madhya Pradesh,Rajgarh
2008-01-12,Soyabean,Biaora,1650.0,2028.0,2002.0,Madhya Pradesh,Rajgarh
2008-01-14,Soyabean,Biaora,1954.0,1965.0,1965.0,Madhya Pradesh,Rajgarh
2008-01-14,Soyabean,Biaora,1465.0,2025.0,2015.0,Madhya Pradesh,Rajgarh
2008-01-15,Soyabean,Biaora,2011.0,2011.0,2011.0,Madhya Pradesh,Rajgarh
2008-01-16,Soyabean,Biaora,1711.0,2050.0,1989.0,Madhya Pradesh,Rajgarh
2008-01-16,Soyabean,Biaora,1780.0,2005.0,2005.0,Madhya Pradesh,Rajgarh
2008-01-17,Soyabean,Biaora,1730.0,2022.0,2014.0,Madhya Pradesh,Rajgarh
2008-01-17,Soyabean,Biaora,1651.0,2115.0,2035.0,Madhya Pradesh,Rajgarh
2008-01-18,Soyabean,Biaora,1401.0,2040.0,1950.0,Madhya Pradesh,Rajgarh
2008-01-18,Soyabean,Biaora,1650.0,2008.0,2002.0,Madhya Pradesh,Rajgarh
2008-01-21,Soyabean,Biaora,1500.0,1981.0,1950.0,Madhya Pradesh,Rajgarh
2008-01-21,Soyabean,Biaora,1301.0,2050.0,1941.0,Madhya Pradesh,Rajgarh
2008-01-22,Soyabean,Biaora,1100.0,1862.0,1830.0,Madhya Pradesh,Rajgarh
2008-01-22,Soyabean,Biaora,1753.0,1955.0,1950.0,Madhya Pradesh,Rajgarh
2008-01-23,Soyabean,Biaora,1600.0,1925.0,1910.0,Madhya Pradesh,Rajgarh
2008-01-23,Soyabean,Biaora,1400.0,1905.0,1901.0,Madhya Pradesh,Rajgarh
2008-01-24,Soyabean,Biaora,900.0,1940.0,1925.0,Madhya Pradesh,Rajgarh
2008-01-24,Soyabean,Biaora,1650.0,1927.0,1921.0,Madhya Pradesh,Rajgarh
2008-01-25,Soyabean,Biaora,900.0,1962.0,1941.0,Madhya Pradesh,Rajgarh
2008-01-25,Soyabean,Biaora,1880.0,1973.0,1958.0,Madhya Pradesh,Rajgarh
2008-01-28,Soyabean,Biaora,1700.0,1990.0,1978.0,Madhya Pradesh,Rajgarh
2008-01-28,Soyabean,Biaora,1800.0,2029.0,2021.0,Madhya Pradesh,Rajgarh
2008-01-29,Soyabean,Biaora,1700.0,2016.0,1940.0,Madhya Pradesh,Rajgarh
2008-01-29,Soyabean,Biaora,1723.0,2011.0,1975.0,Madhya Pradesh,Rajgarh
2008-01-30,Soyabean,Biaora,1877.0,2021.0,2021.0,Madhya Pradesh,Rajgarh
2008-01-30,Soyabean,Biaora,1891.0,1982.0,1965.0,Madhya Pradesh,Rajgarh
2008-02-01,Soyabean,Biaora,1825.0,1984.0,1950.0,Madhya Pradesh,Rajgarh
2008-02-01,Soyabean,Biaora,1752.0,2017.0,1965.0,Madhya Pradesh,Rajgarh
2008-02-02,Soyabean,Biaora,1721.0,2000.0,1925.0,Madhya Pradesh,Rajgarh
2008-02-02,Soyabean,Biaora,1739.0,2028.0,1990.0,Madhya Pradesh,Rajgarh
2008-02-04,Soyabean,Biaora,1700.0,2000.0,1991.0,Madhya Pradesh,Rajgarh
2008-02-04,Soyabean,Biaora,1650.0,2002.0,1990.0,Madhya Pradesh,Rajgarh
2008-02-05,Soyabean,Biaora,1753.0,2100.0,2024.0,Madhya Pradesh,Rajgarh
2008-02-05,Soyabean,Biaora,700.0,2043.0,2026.0,Madhya Pradesh,Rajgarh
2008-02-06,Soyabean,Biaora,1790.0,2028.0,1961.0,Madhya Pradesh,Rajgarh
2008-02-06,Soyabean,Biaora,1846.0,2062.0,2041.0,Madhya Pradesh,Rajgarh
2008-02-07,Soyabean,Biaora,1643.0,2161.0,2025.0,Madhya Pradesh,Rajgarh
2008-02-07,Soyabean,Biaora,1700.0,2023.0,1999.0,Madhya Pradesh,Rajgarh
2008-02-08,Soyabean,Biaora,1698.0,2040.0,1941.0,Madhya Pradesh,Rajgarh
2008-02-08,Soyabean,Biaora,1805.0,2090.0,2050.0,Madhya Pradesh,Rajgarh
2008-02-09,Soyabean,Biaora,1500.0,2048.0,2000.0,Madhya Pradesh,Rajgarh
2008-02-09,Soyabean,Biaora,1906.0,2100.0,2050.0,Madhya Pradesh,Rajgarh
2008-02-11,Soyabean,Biaora,1800.0,1983.0,1970.0,Madhya Pradesh,Rajgarh
2008-02-11,Soyabean,Biaora,1800.0,2050.0,1959.0,Madhya Pradesh,Rajgarh
2008-02-12,Soyabean,Biaora,1900.0,2071.0,2048.0,Madhya Pradesh,Rajgarh
2008-02-12,Soyabean,Biaora,1851.0,2011.0,2000.0,Madhya Pradesh,Rajgarh
2008-02-13,Soyabean,Biaora,1886.0,2037.0,2011.0,Madhya Pradesh,Rajgarh
2008-02-13,Soyabean,Biaora,1751.0,2004.0,2000.0,Madhya Pradesh,Rajgarh
2008-02-14,Soyabean,Biaora,1725.0,2021.0,2016.0,Madhya Pradesh,Rajgarh
2008-02-14,Soyabean,Biaora,1800.0,2041.0,2041.0,Madhya Pradesh,Rajgarh
2008-02-15,Soyabean,Biaora,1880.0,2022.0,2011.0,Madhya Pradesh,Rajgarh
2008-02-15,Soyabean,Biaora,1300.0,2142.0,2065.0,Madhya Pradesh,Rajgarh
2008-02-16,Soyabean,Biaora,1776.0,2022.0,2008.0,Madhya Pradesh,Rajgarh
2008-02-16,Soyabean,Biaora,1691.0,2120.0,2120.0,Madhya Pradesh,Rajgarh
2008-02-18,Soyabean,Biaora,1300.0,1999.0,1976.0,Madhya Pradesh,Rajgarh
2008-02-18,Soyabean,Biaora,1840.0,2031.0,1961.0,Madhya Pradesh,Rajgarh
2008-02-19,Soyabean,Biaora,1870.0,2067.0,1994.0,Madhya Pradesh,Rajgarh
2008-02-19,Soyabean,Biaora,1702.0,2120.0,2110.0,Madhya Pradesh,Rajgarh
2008-02-20,Soyabean,Biaora,1360.0,2095.0,1994.0,Madhya Pradesh,Rajgarh
2008-02-21,Soyabean,Biaora,2018.0,2090.0,2090.0,Madhya Pradesh,Rajgarh
2008-02-23,Soyabean,Biaora,1900.0,2157.0,2100.0,Madhya Pradesh,Rajgarh
2008-02-25,Soyabean,Biaora,1900.0,2352.0,2215.0,Madhya Pradesh,Rajgarh
2008-02-25,Soyabean,Biaora,1750.0,2251.0,2151.0,Madhya Pradesh,Rajgarh
2008-02-26,Soyabean,Biaora,2001.0,2224.0,2210.0,Madhya Pradesh,Rajgarh
2008-02-26,Soyabean,Biaora,700.0,2500.0,2100.0,Madhya Pradesh,Rajgarh
2008-02-27,Soyabean,Biaora,2000.0,2225.0,2150.0,Madhya Pradesh,Rajgarh
2008-02-27,Soyabean,Biaora,2001.0,2261.0,2177.0,Madhya Pradesh,Rajgarh
2008-02-28,Soyabean,Biaora,2000.0,2430.0,2200.0,Madhya Pradesh,Rajgarh
2008-02-28,Soyabean,Biaora,1925.0,2194.0,2150.0,Madhya Pradesh,Rajgarh
2008-02-29,Soyabean,Biaora,1900.0,2226.0,2200.0,Madhya Pradesh,Rajgarh
2008-02-29,Soyabean,Biaora,1904.0,2225.0,2202.0,Madhya Pradesh,Rajgarh
2008-03-01,Soyabean,Biaora,2091.0,2400.0,2239.0,Madhya Pradesh,Rajgarh
2008-03-01,Soyabean,Biaora,2140.0,2249.0,2245.0,Madhya Pradesh,Rajgarh
2008-03-03,Soyabean,Biaora,900.0,2451.0,2251.0,Madhya Pradesh,Rajgarh
2008-03-03,Soyabean,Biaora,2047.0,2300.0,2300.0,Madhya Pradesh,Rajgarh
2008-03-04,Soyabean,Biaora,2050.0,2279.0,2268.0,Madhya Pradesh,Rajgarh
2008-03-04,Soyabean,Biaora,1960.0,2291.0,2291.0,Madhya Pradesh,Rajgarh
2008-03-05,Soyabean,Biaora,1795.0,2335.0,2271.0,Madhya Pradesh,Rajgarh
2008-03-05,Soyabean,Biaora,1522.0,2263.0,2230.0,Madhya Pradesh,Rajgarh
2008-03-07,Soyabean,Biaora,1711.0,2281.0,2100.0,Madhya Pradesh,Rajgarh
2008-03-07,Soyabean,Biaora,1925.0,2251.0,2218.0,Madhya Pradesh,Rajgarh
2008-03-10,Soyabean,Biaora,1956.0,2146.0,2116.0,Madhya Pradesh,Rajgarh
2008-03-10,Soyabean,Biaora,1602.0,2138.0,2138.0,Madhya Pradesh,Rajgarh
2008-03-11,Soyabean,Biaora,1800.0,2271.0,2251.0,Madhya Pradesh,Rajgarh
2008-03-11,Soyabean,Biaora,1951.0,2200.0,2200.0,Madhya Pradesh,Rajgarh
2008-03-12,Soyabean,Biaora,1700.0,2240.0,2211.0,Madhya Pradesh,Rajgarh
2008-03-12,Soyabean,Biaora,1894.0,2171.0,2171.0,Madhya Pradesh,Rajgarh
2008-03-13,Soyabean,Biaora,1925.0,2200.0,2200.0,Madhya Pradesh,Rajgarh
2008-03-13,Soyabean,Biaora,1501.0,2234.0,2212.0,Madhya Pradesh,Rajgarh
2008-03-14,Soyabean,Biaora,1900.0,2218.0,2201.0,Madhya Pradesh,Rajgarh
2008-03-15,Soyabean,Biaora,1776.0,2190.0,2174.0,Madhya Pradesh,Rajgarh
2008-03-15,Soyabean,Biaora,2000.0,2200.0,2121.0,Madhya Pradesh,Rajgarh
2008-03-17,Soyabean,Biaora,1850.0,2126.0,2103.0,Madhya Pradesh,Rajgarh
2008-03-18,Soyabean,Biaora,1651.0,2051.0,2036.0,Madhya Pradesh,Rajgarh
2008-03-18,Soyabean,Biaora,1800.0,2075.0,2075.0,Madhya Pradesh,Rajgarh
2008-03-19,Soyabean,Biaora,1420.0,2160.0,2134.0,Madhya Pradesh,Rajgarh
2008-03-19,Soyabean,Biaora,1801.0,2252.0,2252.0,Madhya Pradesh,Rajgarh
2008-03-20,Soyabean,Biaora,1851.0,2034.0,1990.0,Madhya Pradesh,Rajgarh
2008-03-24,Soyabean,Biaora,1900.0,1970.0,1970.0,Madhya Pradesh,Rajgarh
2008-03-24,Soyabean,Biaora,1971.0,2025.0,2025.0,Madhya Pradesh,Rajgarh
2008-03-25,Soyabean,Biaora,1800.0,2100.0,2100.0,Madhya Pradesh,Rajgarh
2008-03-25,Soyabean,Biaora,1701.0,2110.0,2100.0,Madhya Pradesh,Rajgarh
2008-03-27,Soyabean,Biaora,2000.0,2130.0,2000.0,Madhya Pradesh,Rajgarh
2008-03-27,Soyabean,Biaora,1701.0,2150.0,2022.0,Madhya Pradesh,Rajgarh
2008-03-28,Soyabean,Biaora,1701.0,2144.0,2101.0,Madhya Pradesh,Rajgarh
2008-03-28,Soyabean,Biaora,2074.0,2149.0,2149.0,Madhya Pradesh,Rajgarh
2008-03-29,Soyabean,Biaora,1500.0,2070.0,2050.0,Madhya Pradesh,Rajgarh
2008-03-31,Soyabean,Biaora,1700.0,2100.0,2100.0,Madhya Pradesh,Rajgarh
2008-04-01,Soyabean,Biaora,1850.0,2009.0,2009.0,Madhya Pradesh,Rajgarh
2008-04-01,Soyabean,Biaora,1861.0,2100.0,2100.0,Madhya Pradesh,Rajgarh
2008-04-02,Soyabean,Biaora,1901.0,2089.0,2026.0,Madhya Pradesh,Rajgarh
2008-04-02,Soyabean,Biaora,1301.0,2048.0,2048.0,Madhya Pradesh,Rajgarh
2008-04-03,Soyabean,Biaora,1900.0,1901.0,1901.0,Madhya Pradesh,Rajgarh
2008-04-03,Soyabean,Biaora,1900.0,2081.0,2081.0,Madhya Pradesh,Rajgarh
2008-04-04,Soyabean,Biaora,1500.0,2118.0,2100.0,Madhya Pradesh,Rajgarh
2008-04-05,Soyabean,Biaora,1600.0,1971.0,1971.0,Madhya Pradesh,Rajgarh
2008-04-05,Soyabean,Biaora,1750.0,1800.0,1800.0,Madhya Pradesh,Rajgarh
2008-04-07,Soyabean,Biaora,1900.0,1900.0,1900.0,Madhya Pradesh,Rajgarh
2008-04-08,Soyabean,Biaora,1900.0,2030.0,1950.0,Madhya Pradesh,Rajgarh
2008-04-08,Soyabean,Biaora,1165.0,1960.0,1880.0,Madhya Pradesh,Rajgarh
2008-04-09,Soyabean,Biaora,1900.0,2032.0,1992.0,Madhya Pradesh,Rajgarh
2008-04-09,Soyabean,Biaora,1200.0,2048.0,2048.0,Madhya Pradesh,Rajgarh
2008-04-10,Soyabean,Biaora,1800.0,1900.0,1900.0,Madhya Pradesh,Rajgarh
2008-04-10,Soyabean,Biaora,1501.0,2061.0,2000.0,Madhya Pradesh,Rajgarh
2008-04-11,Soyabean,Biaora,1925.0,2125.0,2010.0,Madhya Pradesh,Rajgarh
2008-04-11,Soyabean,Biaora,1526.0,2056.0,2056.0,Madhya Pradesh,Rajgarh
2008-04-12,Soyabean,Biaora,2025.0,2068.0,2068.0,Madhya Pradesh,Rajgarh
2008-04-12,Soyabean,Biaora,1806.0,2051.0,2051.0,Madhya Pradesh,Rajgarh
2008-04-15,Soyabean,Biaora,1445.0,2062.0,2062.0,Madhya Pradesh,Rajgarh
2008-04-15,Soyabean,Biaora,1939.0,2140.0,2140.0,Madhya Pradesh,Rajgarh
2008-04-16,Soyabean,Biaora,1530.0,2051.0,2025.0,Madhya Pradesh,Rajgarh
2008-04-16,Soyabean,Biaora,1700.0,2140.0,2140.0,Madhya Pradesh,Rajgarh
2008-04-17,Soyabean,Biaora,1800.0,2125.0,1976.0,Madhya Pradesh,Rajgarh
2008-04-17,Soyabean,Biaora,1941.0,2112.0,2052.0,Madhya Pradesh,Rajgarh
2008-04-19,Soyabean,Biaora,1988.0,2021.0,2021.0,Madhya Pradesh,Rajgarh
2008-04-19,Soyabean,Biaora,1850.0,2125.0,2055.0,Madhya Pradesh,Rajgarh
2008-04-21,Soyabean,Biaora,1952.0,2050.0,2043.0,Madhya Pradesh,Rajgarh
2008-04-22,Soyabean,Biaora,1750.0,1852.0,1852.0,Madhya Pradesh,Rajgarh
2008-04-22,Soyabean,Biaora,1951.0,2106.0,2085.0,Madhya Pradesh,Rajgarh
2008-04-23,Soyabean,Biaora,1854.0,2040.0,2040.0,Madhya Pradesh,Rajgarh
2008-04-23,Soyabean,Biaora,2016.0,2060.0,2060.0,Madhya Pradesh,Rajgarh
2008-04-24,Soyabean,Biaora,2000.0,2115.0,2051.0,Madhya Pradesh,Rajgarh
2008-04-25,Soyabean,Biaora,2081.0,2081.0,2081.0,Madhya Pradesh,Rajgarh
2008-04-25,Soyabean,Biaora,1980.0,2091.0,2091.0,Madhya Pradesh,Rajgarh
2008-04-26,Soyabean,Biaora,1800.0,2130.0,2040.0,Madhya Pradesh,Rajgarh
2008-04-28,Soyabean,Biaora,1701.0,2159.0,2150.0,Madhya Pradesh,Rajgarh
2008-04-29,Soyabean,Biaora,2020.0,2150.0,2120.0,Madhya Pradesh,Rajgarh
2008-04-29,Soyabean,Biaora,1994.0,1994.0,1994.0,Madhya Pradesh,Rajgarh
2008-04-30,Soyabean,Biaora,1800.0,1800.0,1800.0,Madhya Pradesh,Rajgarh
2008-04-30,Soyabean,Biaora,1800.0,2150.0,2135.0,Madhya Pradesh,Rajgarh
2008-05-01,Soyabean,Biaora,2000.0,2076.0,2076.0,Madhya Pradesh,Rajgarh
2008-05-01,Soyabean,Biaora,2071.0,2091.0,2091.0,Madhya Pradesh,Rajgarh
2008-05-02,Soyabean,Biaora,2012.0,2130.0,2115.0,Madhya Pradesh,Rajgarh
2008-05-03,Soyabean,Biaora,1959.0,2105.0,2105.0,Madhya Pradesh,Rajgarh
2008-05-03,Soyabean,Biaora,1601.0,2080.0,2075.0,Madhya Pradesh,Rajgarh
2008-05-05,Soyabean,Biaora,2051.0,2134.0,2110.0,Madhya Pradesh,Rajgarh
2008-05-05,Soyabean,Biaora,1960.0,2035.0,2035.0,Madhya Pradesh,Rajgarh
2008-05-06,Soyabean,Biaora,1200.0,2000.0,1850.0,Madhya Pradesh,Rajgarh
2008-05-06,Soyabean,Biaora,2025.0,2101.0,2080.0,Madhya Pradesh,Rajgarh
2008-05-07,Soyabean,Biaora,1900.0,2000.0,2000.0,Madhya Pradesh,Rajgarh
2008-05-07,Soyabean,Biaora,2022.0,2121.0,2121.0,Madhya Pradesh,Rajgarh
2008-05-09,Soyabean,Biaora,2100.0,2107.0,2107.0,Madhya Pradesh,Rajgarh
2008-05-09,Soyabean,Biaora,1850.0,1938.0,1938.0,Madhya Pradesh,Rajgarh
2008-05-10,Soyabean,Biaora,2051.0,2238.0,2180.0,Madhya Pradesh,Rajgarh
2008-05-10,Soyabean,Biaora,1701.0,2175.0,2175.0,Madhya Pradesh,Rajgarh
2008-05-12,Soyabean,Biaora,2051.0,2250.0,2250.0,Madhya Pradesh,Rajgarh
2008-05-12,Soyabean,Biaora,1980.0,2150.0,2150.0,Madhya Pradesh,Rajgarh
2008-05-13,Soyabean,Biaora,2111.0,2115.0,2115.0,Madhya Pradesh,Rajgarh
2008-05-13,Soyabean,Biaora,2050.0,2240.0,2225.0,Madhya Pradesh,Rajgarh
2008-05-14,Soyabean,Biaora,2051.0,2251.0,2251.0,Madhya Pradesh,Rajgarh
2008-05-15,Soyabean,Biaora,2066.0,2175.0,2175.0,Madhya Pradesh,Rajgarh
2008-05-15,Soyabean,Biaora,2060.0,2190.0,2190.0,Madhya Pradesh,Rajgarh
2008-05-16,Soyabean,Biaora,2010.0,2225.0,2225.0,Madhya Pradesh,Rajgarh
2008-05-16,Soyabean,Biaora,1650.0,2200.0,2200.0,Madhya Pradesh,Rajgarh
2008-05-17,Soyabean,Biaora,1900.0,2222.0,2222.0,Madhya Pradesh,Rajgarh
2008-05-17,Soyabean,Biaora,2030.0,2231.0,2180.0,Madhya Pradesh,Rajgarh
2008-05-19,Soyabean,Biaora,1951.0,2200.0,2200.0,Madhya Pradesh,Rajgarh
2008-05-21,Soyabean,Biaora,1850.0,2200.0,2200.0,Madhya Pradesh,Rajgarh
2008-05-22,Soyabean,Biaora,1800.0,2350.0,2350.0,Madhya Pradesh,Rajgarh
2008-05-22,Soyabean,Biaora,2011.0,2352.0,2260.0,Madhya Pradesh,Rajgarh
2008-05-23,Soyabean,Biaora,2125.0,2251.0,2230.0,Madhya Pradesh,Rajgarh
2008-05-24,Soyabean,Biaora,2153.0,2325.0,2295.0,Madhya Pradesh,Rajgarh
2008-05-27,Soyabean,Biaora,1626.0,2260.0,2260.0,Madhya Pradesh,Rajgarh
2008-05-28,Soyabean,Biaora,2156.0,2451.0,2345.0,Madhya Pradesh,Rajgarh
2008-05-28,Soyabean,Biaora,2135.0,2481.0,2330.0,Madhya Pradesh,Rajgarh
2008-05-29,Soyabean,Biaora,2050.0,2303.0,2290.0,Madhya Pradesh,Rajgarh
2008-05-29,Soyabean,Biaora,2001.0,2376.0,2376.0,Madhya Pradesh,Rajgarh
2008-05-30,Soyabean,Biaora,2191.0,2311.0,2298.0,Madhya Pradesh,Rajgarh
2008-05-30,Soyabean,Biaora,2092.0,2333.0,2333.0,Madhya Pradesh,Rajgarh
2008-05-31,Soyabean,Biaora,2000.0,2381.0,2343.0,Madhya Pradesh,Rajgarh
2008-05-31,Soyabean,Biaora,2000.0,2360.0,2250.0,Madhya Pradesh,Rajgarh
2008-06-02,Soyabean,Biaora,2101.0,2392.0,2370.0,Madhya Pradesh,Rajgarh
2008-06-04,Soyabean,Biaora,2271.0,2370.0,2340.0,Madhya Pradesh,Rajgarh
2008-06-04,Soyabean,Biaora,1851.0,2333.0,2333.0,Madhya Pradesh,Rajgarh
2008-06-05,Soyabean,Biaora,1775.0,2511.0,2200.0,Madhya Pradesh,Rajgarh
2008-06-05,Soyabean,Biaora,2225.0,2380.0,2350.0,Madhya Pradesh,Rajgarh
2008-06-06,Soyabean,Biaora,2100.0,2375.0,2351.0,Madhya Pradesh,Rajgarh
2008-06-06,Soyabean,Biaora,2256.0,2256.0,2256.0,Madhya Pradesh,Rajgarh
2008-06-07,Soyabean,Biaora,1911.0,2385.0,2302.0,Madhya Pradesh,Rajgarh
2008-06-07,Soyabean,Biaora,2042.0,2355.0,2301.0,Madhya Pradesh,Rajgarh
2008-06-09,Soyabean,Biaora,1500.0,2385.0,2290.0,Madhya Pradesh,Rajgarh
2008-06-10,Soyabean,Biaora,1900.0,2384.0,2341.0,Madhya Pradesh,Rajgarh
2008-06-11,Soyabean,Biaora,2176.0,2425.0,2351.0,Madhya Pradesh,Rajgarh
2008-06-11,Soyabean,Biaora,1800.0,2447.0,2326.0,Madhya Pradesh,Rajgarh
2008-06-12,Soyabean,Biaora,2050.0,2485.0,2451.0,Madhya Pradesh,Rajgarh
2008-06-13,Soyabean,Biaora,1976.0,2831.0,2442.0,Madhya Pradesh,Rajgarh
2008-06-13,Soyabean,Biaora,1953.0,2450.0,2250.0,Madhya Pradesh,Rajgarh
2008-06-14,Soyabean,Biaora,2186.0,2702.0,2431.0,Madhya Pradesh,Rajgarh
2008-06-14,Soyabean,Biaora,1500.0,2630.0,2360.0,Madhya Pradesh,Rajgarh
2008-06-21,Soyabean,Biaora,1500.0,2630.0,2360.0,Madhya Pradesh,Rajgarh
2008-06-21,Soyabean,Biaora,2186.0,2702.0,2431.0,Madhya Pradesh,Rajgarh
2008-06-23,Soyabean,Biaora,2259.0,2313.0,2304.0,Madhya Pradesh,Rajgarh
2008-06-23,Soyabean,Biaora,2151.0,2301.0,2301.0,Madhya Pradesh,Rajgarh
2008-06-24,Soyabean,Biaora,2151.0,2301.0,2301.0,Madhya Pradesh,Rajgarh
2008-06-24,Soyabean,Biaora,2259.0,2313.0,2304.0,Madhya Pradesh,Rajgarh
2008-06-25,Soyabean,Biaora,2231.0,2299.0,2299.0,Madhya Pradesh,Rajgarh
2008-06-28,Soyabean,Biaora,2156.0,2451.0,2345.0,Madhya Pradesh,Rajgarh
2008-06-28,Soyabean,Biaora,2135.0,2481.0,2330.0,Madhya Pradesh,Rajgarh
2008-06-30,Soyabean,Biaora,2330.0,2330.0,2330.0,Madhya Pradesh,Rajgarh
2008-06-30,Soyabean,Biaora,2092.0,2333.0,2333.0,Madhya Pradesh,Rajgarh
2008-07-01,Soyabean,Biaora,2092.0,2333.0,2333.0,Madhya Pradesh,Rajgarh
2008-07-01,Soyabean,Biaora,1881.0,2151.0,2075.0,Madhya Pradesh,Rajgarh
2008-07-02,Soyabean,Biaora,2101.0,2392.0,2370.0,Madhya Pradesh,Rajgarh
2008-07-02,Soyabean,Biaora,2011.0,2300.0,2250.0,Madhya Pradesh,Rajgarh
2008-07-03,Soyabean,Biaora,2075.0,2450.0,2450.0,Madhya Pradesh,Rajgarh
2008-07-03,Soyabean,Biaora,1500.0,2680.0,2376.0,Madhya Pradesh,Rajgarh
2008-07-04,Soyabean,Biaora,1951.0,2311.0,2300.0,Madhya Pradesh,Rajgarh
2008-07-04,Soyabean,Biaora,1851.0,2333.0,2333.0,Madhya Pradesh,Rajgarh
2008-07-05,Soyabean,Biaora,1875.0,2352.0,2326.0,Madhya Pradesh,Rajgarh
2008-07-05,Soyabean,Biaora,1775.0,2511.0,2200.0,Madhya Pradesh,Rajgarh
